-2.9e-24, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.715, -0.16739, 0.00436, -0.0022, -330.0, -329.996, 669.2261, 669.23, -0.03571, 0.002897, -0.00385, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.503896, 5.18e-28, 0.0, 0.0, 0.844206, 20.0, 0.840988, -0.08726, -0.08726, -0.00179, 0.840988, 0.0, 2000.0, 1997.636, 1997.636, 1997.636, -0.06493, -1.73736, -1.73736, -1.73736, 0.951979, 0.951979, 9.52e-06, -0.17443, 0.003661, 5.204399, -7.81836, 0.0, 8.023351, 0.0, 7.181644, 0.0, -7.97665, 0.0, -1.84599, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 14.90083, 0.0, -1.84599, 0.0, 2.654007, 0.0, 188.105, 188.105
-4.7e-26, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, -0.15269, 0.004415, -0.0022, -330.0, -329.996, 669.2261, 669.23, 0.13122, 0.002827, -0.00385, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.700913, 1.69e-30, 0.0, 0.0, 0.635665, 20.0, 0.630981, -0.08587, -0.08587, -0.00032, 0.630981, 0.0, 2000.0, 2013.19, 2013.19, 2013.19, -0.17558, -1.23515, -1.23515, -1.23515, 1.045434, 1.045434, 1.05e-05, -0.18052, 0.018724, 5.307812, -7.87818, 0.0, 8.056691, 0.0, 7.121824, 0.0, -7.94331, 0.0, -1.63599, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 14.77908, 0.0, -1.63599, 0.0, 2.864014, 0.0, 187.895, 187.895
1.66e-26, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, 0.08852, 0.00441, -0.0022, -330.0, -330.006, 669.2261, 669.22, -0.05663, 0.007774, 0.006104, 7.63e-06, 7.63e-06, 187.264, 187.264, 6.164578, -2.2e-30, 0.0, 0.0, 0.427123, 20.0, 0.425995, -0.08303, -0.08303, 0.001128, 0.425995, 0.0, 2000.0, 1998.585, 1998.585, 1998.585, -0.04912, -1.52213, -1.52213, -1.52213, 1.153325, 1.153325, 1.15e-05, -0.15926, 0.051036, 5.496413, -7.98329, 0.0, 8.014663, 0.0, 7.016705, 0.0, -7.98534, 0.0, -1.42599, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 14.65235, 0.0, -1.42599, 0.0, 3.074005, 0.0, 187.685, 187.685
-1.7e-27, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, 0.008969, 0.00442, -0.0022, -330.0, -330.006, 669.2261, 669.22, -0.23419, 0.007816, 0.006104, 7.63e-06, 7.63e-06, 187.264, 187.264, 6.879755, 2.50e-31, 0.0, 0.0, 0.218581, 20.0, 0.220993, -0.08548, -0.08548, -0.00241, 0.220993, 0.0, 2000.0, 2011.483, 2011.483, 2011.483, -0.13448, 0.271455, 0.271455, 0.271455, 1.299585, 1.299585, 1.30e-05, -0.00397, 0.045577, 5.737485, -7.94595, 0.0, 7.947073, 0.0, 7.054054, 0.0, -8.05293, 0.0, -1.22099, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 14.45672, 0.0, -1.22099, 0.0, 3.279007, 0.0, 187.48, 187.48
1.39e-28, 1045.714, 55.0, 0.0, 1292.0, 1291.997, 3198.718, 3198.715, -0.07329, 0.005415, 0.00293, -330.0, -330.011, 669.2261, 669.215, -0.50232, 0.010359, 0.011108, 7.63e-06, 7.63e-06, 187.264, 187.264, 7.82734, -2.1e-32, 0.0, 0.0, 0.01004, 20.0, 0.010986, -0.08238, -0.08238, -0.00095, 0.010986, 0.0, 2000.0, 1997.257, 1997.257, 1997.257, 0.029911, 1.849809, 1.849809, 1.849809, 1.421531, 1.421531, 1.42e-05, -0.00741, -0.06393, 6.183641, -7.8926, 0.0, 7.931417, 0.0, 7.1074, 0.0, -8.06858, 0.0, -1.01099, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 14.17203, 0.0, -1.01099, 0.0, 3.489014, 0.0, 187.275, 187.275
-9.4e-30, 1045.714, 55.0, 0.0, 1292.0, 1291.997, 3198.718, 3198.715, 0.192539, 0.005421, 0.00293, -330.0, -330.001, 669.2261, 669.225, -0.17538, 0.005338, 0.001099, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.012091, 1.42e-33, 0.0, 0.0, -0.1985, 20.0, -0.19402, -0.08401, -0.08401, -0.00449, -0.19402, 0.0, 2000.0, 2012.621, 2012.621, 2012.621, -0.19138, 3.428161, 3.428161, 3.428161, 1.563613, 1.563613, 1.56e-05, -0.12071, -0.07263, 6.916866, -7.92276, 0.0, 7.963524, 0.0, 7.07724, 0.0, -8.03648, 0.0, -0.80598, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 13.65942, 0.0, -0.80598, 0.0, 3.694015, 0.0, 187.07, 187.07
5.56e-31, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.725, 0.252565, 0.004345, -0.0022, -330.0, -330.006, 669.2261, 669.22, -0.50946, 0.007869, 0.006104, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.64193, -8.6e-35, 0.0, 0.0, -0.40704, 20.0, -0.38402, -0.09854, -0.09854, -0.02303, -0.38402, 0.0, 2000.0, 1998.395, 1998.395, 1998.395, -0.10287, 3.786879, 3.786879, 3.786879, 1.724689, 1.724689, 1.72e-05, -0.09962, -0.02795, 7.76381, -7.93026, 0.0, 7.902843, 0.0, 7.069739, 0.0, -8.09716, 0.0, -0.61598, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 12.91602, 0.0, -0.61598, 0.0, 3.884018, 0.0, 186.875, 186.875
-2.8e-32, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, 0.166201, 0.004297, -0.0022, -330.0, -330.006, 669.2261, 669.225, -0.32492, 0.007991, 0.006104, 7.63e-06, 7.63e-06, 187.264, 187.264, 12.66518, 4.45e-36, 0.0, 0.0, -0.58547, 20.0, -0.55402, -0.08194, -0.08194, -0.03146, -0.55402, 0.0, 2000.0, 2013.569, 2013.569, 2013.569, -0.15028, 4.934771, 4.934771, 4.934771, 1.884245, 1.884245, 1.88e-05, -0.0349, -0.07934, 8.912795, -7.81677, 0.0, 7.820628, 0.0, 7.183227, 0.0, -8.17937, 0.0, -0.44598, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 12.00216, 0.0, -0.44598, 0.0, 4.054016, 0.0, 186.71, 186.71
1.12e-33, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, 0.150178, 0.004257, -0.0022, -330.0, -329.991, 669.2261, 669.235, 0.075846, 0.000559, -0.00885, 7.63e-06, 7.63e-06, 187.264, 187.264, 13.86704, -1.9e-37, 0.0, 0.0, -0.69885, 20.0, -0.68901, -0.04607, -0.04607, -0.00984, -0.68901, 0.0, 2000.0, 1998.205, 1998.205, 1998.205, 0.029911, 2.925958, 2.925958, 2.925958, 2.030885, 2.030885, 2.03e-05, -0.1277, -0.2022, 10.46691, -7.73263, 0.0, 7.885317, 0.0, 7.26737, 0.0, -8.11468, 0.0, -0.31099, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 10.76603, 0.0, -0.31099, 0.0, 4.189011, 0.0, 186.575, 186.575
-2.1e-35, 1045.714, 55.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, -0.00179, 0.004198, -0.0022, -330.0, -329.986, 669.2261, 669.245, 0.409278, -0.00191, -0.01385, 7.63e-06, 7.63e-06, 187.264, 187.264, 13.59003, 4.44e-39, 0.0, 0.0, -0.74712, 20.0, -0.75902, -0.01335, -0.01335, 0.011901, -0.75902, 0.0, 2000.0, 2003.516, 2003.516, 2003.516, 0.083656, 2.710728, 2.710728, 2.710728, 2.08673, 2.08673, 2.09e-05, -0.28767, -0.13923, 12.32947, -7.75159, 0.0, 7.938024, 0.0, 7.248408, 0.0, -8.06198, 0.0, -0.24098, 0.0, 0.0, 0.0, 3715.0, 0.0, 1524.0, 0.0, 9.151994, 0.0, -0.24098, 0.0, 4.259018, 0.0, 186.505, 186.505
23.27756, 1045.718, 58.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, -0.11154, 0.004157, -0.0022, -329.985, -329.976, 669.2411, 669.25, 0.391331, 0.018408, -0.00891, 7.63e-06, 7.63e-06, 187.264, 187.264, 13.09195, 2.06e-40, 0.0, 0.0, -0.74901, 13.54106, -0.79901, -0.04588, -0.04587, 0.0, -0.79901, 0.512207, 2000.0, 2002.188, 2002.188, 2002.188, 0.05204, 3.428161, 3.428161, 3.428161, 2.053679, 2.053679, 2.05e-05, -0.27175, -0.03456, 13.87244, -7.77376, 0.0, 7.955396, 0.0, 7.226239, 0.0, -8.0446, 0.0, -0.20099, 0.0, 0.0, 0.0, 3691.723, 0.0, 1500.722, 0.0, 0.894123, 0.0, -0.20099, 0.0, 4.299011, 0.0, 186.465, 186.465
67.12666, 1045.761, 58.0, 0.0, 1292.0, 1292.007, 3198.718, 3198.725, -0.08823, 0.003083, -0.00708, -329.92, -329.921, 669.3066, 669.305, 0.096156, 0.049317, 0.001587, 7.63e-06, 7.63e-06, 187.264, 187.264, 13.8614, -4.1e-41, 0.0, 0.0, -0.74901, 13.85321, -0.86401, -0.02696, -0.02618, 0.0, -0.86401, 0.064547, 2000.0, 1997.636, 1997.636, 1997.636, 0.05204, 4.50431, 4.50431, 4.50431, 2.05026, 2.05026, 2.05e-05, -0.22707, -0.05512, 13.88505, -7.72942, 0.0, 7.965287, 0.0, 7.270578, 0.0, -8.03471, 0.0, -0.13599, 0.0, 0.0, 0.0, 3647.873, 0.0, 1456.873, 0.0, 0.025215, 0.0, -0.13599, 0.0, 4.364014, 0.0, 186.4, 186.4
139.1848, 1045.858, 58.0, 0.0, 1292.0, 1292.007, 3198.718, 3198.725, -0.17793, 0.003052, -0.00708, -329.802, -329.806, 669.4242, 669.42, -0.17962, 0.076516, 0.004211, 7.63e-06, 7.63e-06, 187.264, 187.264, 14.41197, 3.99e-42, 0.0, 0.0, -0.74901, 14.16571, -0.91901, -0.02847, -0.02712, 0.0, -0.91901, -0.16701, 2000.0, 2012.811, 2012.811, 2012.811, -0.06493, 3.428161, 3.428161, 3.428161, 2.052159, 2.052159, 2.05e-05, -0.20228, -0.13975, 13.2074, -7.55875, 0.0, 8.008323, 0.0, 7.441246, 0.0, -7.99168, 0.0, -0.08099, 0.0, 0.0, 0.0, 3575.816, 0.0, 1384.815, 0.0, 0.467607, 0.0, -0.08099, 0.0, 4.419006, 0.0, 186.34, 186.34
193.7894, 1046.007, 58.0, 0.0, 1292.0, 1292.012, 3198.718, 3198.73, -0.14663, 0.002003, -0.01221, -329.632, -329.646, 669.5939, 669.58, -0.69261, 0.107254, 0.013855, 7.63e-06, 7.63e-06, 187.264, 187.264, 14.72411, -3.0e-43, 0.0, 0.0, -0.74901, 14.47821, -0.97401, -0.01867, -0.01824, 0.0, -0.97401, -0.25508, 2000.0, 2007.689, 2007.689, 2007.689, -0.24512, 3.069444, 3.069444, 3.069444, 1.994415, 1.994415, 1.99e-05, -0.03474, -0.40344, 13.59972, -7.39098, 0.0, 8.079022, 0.0, 7.609022, 0.0, -7.92098, 0.0, -0.03099, 0.0, 0.0, 0.0, 3521.211, 0.0, 1330.211, 0.0, 1.147887, 0.0, -0.03099, 0.0, 4.469009, 0.0, 186.29, 186.29
240.2177, 1046.207, 58.0, 0.0, 1292.0, 1292.007, 3198.718, 3198.725, -0.19006, 0.003014, -0.00708, -329.41, -329.436, 669.8156, 669.79, -1.199, 0.138845, 0.025574, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.07534, 2.38e-44, 0.0, 0.0, -0.74901, 14.79071, -1.02901, -0.01552, -0.01578, 0.0, -1.02901, -0.34668, 2000.0, 2013.0, 2013.0, 2013.0, -0.21035, 2.567241, 2.567241, 2.567241, 1.966303, 1.966303, 1.97e-05, 0.356926, -0.53379, 14.16738, -7.24117, 0.0, 8.103806, 0.0, 7.758827, 0.0, -7.89619, 0.0, 0.024017, 0.0, 0.0, 0.0, 3474.782, 0.0, 1283.782, 0.0, 1.066475, 0.0, 0.024017, 0.0, 4.524017, 0.0, 186.235, 186.235
285.0308, 1046.46, 58.0, 0.0, 1292.0, 1291.997, 3198.718, 3198.715, -0.3231, 0.005064, 0.002686, -329.137, -329.161, 670.0895, 670.065, -1.53983, 0.164123, 0.024475, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.08735, -1.1e-44, 0.0, 0.0, -0.74901, 15.10321, -1.06902, -0.01822, -0.01953, 0.0, -1.06902, -0.07521, 2000.0, 2013.0, 2013.0, 2013.0, -0.21035, 1.921551, 1.921551, 1.921551, 1.93781, 1.93781, 1.94e-05, 0.728366, -0.24719, 14.39654, -7.04564, 0.0, 8.176123, 0.0, 7.954355, 0.0, -7.82388, 0.0, 0.069016, 0.0, 0.0, 0.0, 3429.97, 0.0, 1238.969, 0.0, 0.909334, 0.0, 0.069016, 0.0, 4.569016, 0.0, 186.195, 186.195
323.1933, 1046.765, 58.0, 0.0, 1292.0, 1291.992, 3198.718, 3198.71, -0.46714, 0.006155, 0.007568, -328.811, -328.841, 670.4154, 670.39, -1.76301, 0.193002, 0.030396, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.07709, -1.5e-44, 0.0, 0.0, -0.74901, 15.41571, -1.12401, -0.03349, -0.03457, 0.0, -1.12401, 0.315948, 2000.0, 2013.569, 2013.569, 2013.569, -0.10603, 3.428161, 3.428161, 3.428161, 1.914257, 1.914257, 1.91e-05, 0.95263, -0.04237, 14.74361, -6.86561, 0.0, 8.302394, 0.0, 8.134387, 0.0, -7.69761, 0.0, 0.124008, 0.0, 0.0, 0.0, 3391.807, 0.0, 1200.807, 0.0, 0.945816, 0.0, 0.124008, 0.0, 4.624008, 0.0, 186.14, 186.14
361.1592, 1047.122, 58.0, 0.0, 1292.0, 1291.992, 3198.718, 3198.71, -0.49526, 0.006223, 0.007568, -328.433, -328.456, 670.7934, 670.775, -1.90763, 0.215166, 0.023376, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.48417, -1.5e-44, 0.0, 0.0, -0.74901, 15.72821, -1.17902, -0.03624, -0.03606, 0.0, -1.17902, 0.284672, 2000.0, 1996.688, 1996.688, 1996.688, 0.05204, 3.069444, 3.069444, 3.069444, 1.912737, 1.912737, 1.91e-05, 1.144558, -0.1549, 15.09198, -6.73069, 0.0, 8.390872, 0.0, 8.269314, 0.0, -7.60913, 0.0, 0.179016, 0.0, 0.0, 0.0, 3353.841, 0.0, 1162.841, 0.0, 0.912721, 0.0, 0.179016, 0.0, 4.679016, 0.0, 186.085, 186.085
403.1326, 1047.531, 58.0, 0.0, 1292.0, 1291.993, 3198.718, 3198.715, -0.50392, 0.006273, 0.007568, -328.003, -328.026, 671.2235, 671.2, -2.08004, 0.241007, 0.023499, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.8947, -1.5e-44, 0.0, 0.0, -0.74901, 15.98579, -1.23401, -0.02872, -0.02809, 0.0, -1.23401, 0.125587, 2000.0, 1996.877, 1996.877, 1996.877, 0.036232, 2.638984, 2.638984, 2.638984, 1.899441, 1.899441, 1.90e-05, 1.287673, -0.27241, 15.28776, -6.61114, 0.0, 8.451687, 0.0, 8.38886, 0.0, -7.54831, 0.0, 0.234009, 0.0, 0.0, 0.0, 3311.867, 0.0, 1120.867, 0.0, 0.864446, 0.0, 0.234009, 0.0, 4.734009, 0.0, 186.03, 186.03
445.8652, 1047.992, 58.0, 0.0, 1292.0, 1291.998, 3198.717, 3198.715, -0.53493, 0.005284, 0.002441, -327.52, -327.541, 671.7057, 671.695, -2.08808, 0.265518, 0.020691, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.86682, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.27901, -0.02255, -0.02248, 0.0, -1.27901, 0.114556, 2000.0, 2000.671, 2000.671, 2000.671, 0.020428, 2.280268, 2.280268, 2.280268, 1.896402, 1.896402, 1.90e-05, 1.377098, -0.35977, 15.59026, -6.45203, 0.0, 8.519162, 0.0, 8.547965, 0.0, -7.48084, 0.0, 0.274017, 0.0, 0.0, 0.0, 3269.135, 0.0, 1078.135, 0.0, 0.650431, 0.0, 0.274017, 0.0, 4.774017, 0.0, 185.985, 185.985
495.1195, 1048.505, 58.0, 0.0, 1292.0, 1291.998, 3198.717, 3198.715, -0.53011, 0.00536, 0.002441, -326.986, -326.996, 672.2399, 672.24, -1.9333, 0.285862, 0.009949, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.83704, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.32401, -0.02394, -0.02416, 0.0, -1.32401, 0.140083, 2000.0, 2010.724, 2010.724, 2010.724, -0.03016, 1.491091, 1.491091, 1.491091, 1.86677, 1.86677, 1.87e-05, 1.514312, -0.48309, 15.95741, -6.25483, 0.0, 8.613163, 0.0, 8.745165, 0.0, -7.38684, 0.0, 0.319016, 0.0, 0.0, 0.0, 3219.881, 0.0, 1028.88, 0.0, 0.330344, 0.0, 0.319016, 0.0, 4.819016, 0.0, 185.94, 185.94
551.7718, 1049.071, 58.0, 0.0, 1292.0, 1291.998, 3198.717, 3198.715, -0.61972, 0.0054, 0.002197, -326.4, -326.396, 672.8263, 672.83, -1.6676, 0.304851, -0.00372, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.75162, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.36401, -0.02457, -0.02511, 0.0, -1.36401, 0.226901, 2000.0, 1998.205, 1998.205, 1998.205, 0.071007, 2.136782, 2.136782, 2.136782, 1.856133, 1.856133, 1.86e-05, 1.717308, -0.61122, 16.04148, -6.05319, 0.0, 8.694202, 0.0, 8.946813, 0.0, -7.3058, 0.0, 0.364014, 0.0, 0.0, 0.0, 3163.228, 0.0, 972.2283, 0.0, 0.035724, 0.0, 0.364014, 0.0, 4.864014, 0.0, 185.9, 185.9
611.0142, 1049.688, 58.0, 0.0, 1292.0, 1291.993, 3198.717, 3198.71, -0.88783, 0.0064, 0.00708, -325.761, -325.756, 673.4647, 673.48, -1.52689, 0.32996, -0.00531, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.88705, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.39902, -0.02274, -0.02311, 0.0, -1.39902, 0.103311, 2000.0, 1997.447, 1997.447, 1997.447, -0.03331, 2.638984, 2.638984, 2.638984, 1.849674, 1.849674, 1.85e-05, 1.933632, -0.71318, 15.97953, -5.86358, 0.0, 8.790242, 0.0, 9.136421, 0.0, -7.20976, 0.0, 0.404007, 0.0, 0.0, 0.0, 3103.986, 0.0, 912.9858, 0.0, -0.01946, 0.0, 0.404007, 0.0, 4.904007, 0.0, 185.865, 185.865
674.2641, 1050.358, 58.0, 0.0, 1292.0, 1291.998, 3198.717, 3198.715, -1.00168, 0.005198, 0.001953, -325.071, -325.066, 674.1552, 674.165, -1.99934, 0.355879, -0.00482, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.99003, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.42902, -0.02176, -0.02162, 0.0, -1.42902, 0.056063, 2000.0, 2008.069, 2008.069, 2008.069, -0.23248, 3.069444, 3.069444, 3.069444, 1.838277, 1.838277, 1.84e-05, 2.141609, -0.79329, 16.01919, -5.65204, 0.0, 8.889228, 0.0, 9.34796, 0.0, -7.11077, 0.0, 0.429016, 0.0, 0.0, 0.0, 3040.736, 0.0, 849.7359, 0.0, 0.00794, 0.0, 0.429016, 0.0, 4.929016, 0.0, 185.84, 185.84
734.8703, 1051.08, 58.0, 0.0, 1292.0, 1291.998, 3198.717, 3198.715, -1.07791, 0.005495, 0.001953, -324.328, -324.336, 674.8978, 674.89, -2.87051, 0.38802, 0.007812, 7.63e-06, 7.63e-06, 187.264, 187.264, 16.19042, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.45901, -0.01781, -0.01722, 0.0, -1.45901, -0.15848, 2000.0, 2014.518, 2014.518, 2014.518, -0.20403, 3.284674, 3.284674, 3.284674, 1.852714, 1.852714, 1.85e-05, 2.355735, -0.90615, 16.03881, -5.32807, 0.0, 8.931624, 0.0, 9.671926, 0.0, -7.06838, 0.0, 0.459015, 0.0, 0.0, 0.0, 2980.13, 0.0, 789.1297, 0.0, -0.02106, 0.0, 0.459015, 0.0, 4.959015, 0.0, 185.8, 185.8
792.8248, 1051.853, 58.0, 0.0, 1292.0, 1292.003, 3198.717, 3198.72, -1.19242, 0.00449, -0.00342, -323.534, -323.541, 675.6925, 675.685, -3.31713, 0.413741, 0.007507, 7.63e-06, 7.63e-06, 187.264, 187.264, 16.08427, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.50902, -0.01717, -0.0177, 0.0, -1.50902, -0.14803, 2000.0, 2013.949, 2013.949, 2013.949, -0.0997, 2.136782, 2.136782, 2.136782, 1.869809, 1.869809, 1.87e-05, 2.651584, -0.96017, 16.03713, -4.98236, 0.0, 9.015778, 0.0, 10.01764, 0.0, -6.98422, 0.0, 0.504013, 0.0, 0.0, 0.0, 2922.175, 0.0, 731.1752, 0.0, -0.0368, 0.0, 0.504013, 0.0, 5.004013, 0.0, 185.755, 185.755
834.1165, 1052.679, 58.0, 0.0, 1292.0, 1292.004, 3198.717, 3198.72, -1.26719, 0.004507, -0.00342, -322.687, -322.706, 676.5392, 676.53, -3.59545, 0.445167, 0.019226, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.86858, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.55901, -0.01835, -0.01963, 0.0, -1.55901, 0.023662, 2000.0, 2013.19, 2013.19, 2013.19, -0.07758, 2.136782, 2.136782, 2.136782, 1.885764, 1.885764, 1.89e-05, 3.019289, -1.00448, 16.00633, -4.7623, 0.0, 9.156377, 0.0, 10.2377, 0.0, -6.84362, 0.0, 0.554016, 0.0, 0.0, 0.0, 2880.884, 0.0, 689.8834, 0.0, -0.02958, 0.0, 0.554016, 0.0, 5.054016, 0.0, 185.705, 185.705
874.9602, 1053.557, 58.0, 0.0, 1292.0, 1292.004, 3198.716, 3198.72, -1.32197, 0.004495, -0.00366, -321.788, -321.811, 677.4381, 677.415, -3.7901, 0.47272, 0.023071, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.74179, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.60901, -0.02021, -0.02222, 0.0, -1.60901, 0.083829, 2000.0, 2003.327, 2003.327, 2003.327, 0.067844, 1.921551, 1.921551, 1.921551, 1.915396, 1.915396, 1.92e-05, 3.24962, -1.1655, 15.95778, -4.65634, 0.0, 9.281595, 0.0, 10.34366, 0.0, -6.7184, 0.0, 0.609009, 0.0, 0.0, 0.0, 2840.04, 0.0, 649.0397, 0.0, 0.006461, 0.0, 0.609009, 0.0, 5.109009, 0.0, 185.65, 185.65
912.7529, 1054.487, 58.0, 0.0, 1292.0, 1292.004, 3198.716, 3198.72, -1.23946, 0.004246, -0.00391, -320.837, -320.856, 678.389, 678.37, -3.97263, 0.496449, 0.019043, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.4193, -1.5e-44, 0.0, 0.0, -0.74901, 16.0, -1.66402, -0.02985, -0.03159, 0.0, -1.66402, 0.504638, 2000.0, 1994.981, 1994.981, 1994.981, 0.067844, 1.849809, 1.849809, 1.849809, 1.962124, 1.962124, 1.96e-05, 3.330892, -1.30756, 15.94994, -4.59701, 0.0, 9.353957, 0.0, 10.403, 0.0, -6.64604, 0.0, 0.664017, 0.0, 0.0, 0.0, 2802.247, 0.0, 611.2471, 0.0, 0.042338, 0.0, 0.664017, 0.0, 5.164016, 0.0, 185.6, 185.6
960.335, 1055.468, 63.0, 0.0, 1292.0, 1292.009, 3198.716, 3198.725, -1.31202, 0.003316, -0.00879, -319.833, -319.861, 679.3935, 679.38, -4.06039, 0.532183, 0.028564, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.29507, -1.5e-44, 0.0, 0.0, -0.74901, 16.00477, -1.69901, -0.0397, -0.0401, 0.0, -1.69901, 0.754542, 2011.719, 2006.93, 2006.93, 2006.93, -0.03113, 14.7636, 14.7636, 14.7636, 1.97428, 1.97428, 1.97e-05, 3.379413, -1.38098, 15.93766, -4.47977, 0.0, 9.349194, 0.0, 10.52023, 0.0, -6.65081, 0.0, 0.699005, 0.0, 0.0, 0.0, 2754.665, 0.0, 563.665, 0.0, 0.059683, 0.0, 0.699005, 0.0, 5.199005, 0.0, 185.565, 185.565
1064.288, 1056.538, 63.0, 0.0, 1292.0, 1292.009, 3198.716, 3198.725, -1.31178, 0.003117, -0.00903, -318.696, -318.726, 680.5298, 680.515, -4.268, 0.619576, 0.029785, 7.63e-06, 7.63e-06, 187.264, 187.264, 15.55296, -1.5e-44, 0.0, 0.0, -0.74901, 16.26112, -1.75401, -0.0478, -0.04742, 0.0, -1.75401, 0.761048, 2086.719, 2083.372, 2083.372, 2083.372, -0.00141, 38.29541, 38.29541, 38.29541, 4.538201, 4.538201, 4.54e-05, 3.484306, -1.37521, 15.97446, -4.28922, 0.0, 9.353479, 0.0, 10.71078, 0.0, -6.64652, 0.0, 0.754013, 0.0, 0.0, 0.0, 2650.712, 0.0, 459.7116, 0.0, 0.315128, 0.0, 0.754013, 0.0, 5.254013, 0.0, 185.51, 185.51
1258.557, 1057.779, 63.0, 0.0, 1292.0, 1292.004, 3198.715, 3198.72, -1.29967, 0.003931, -0.00439, -317.384, -317.391, 681.8419, 681.835, -3.98346, 0.695007, 0.006836, 7.63e-06, 7.63e-06, 187.264, 187.264, 16.46631, -1.5e-44, 0.0, 0.0, -0.74901, 16.90809, -1.80901, -0.04749, -0.04747, 0.0, -1.80901, 0.557939, 2161.719, 2162.279, 2162.279, 2162.279, -0.02543, 31.12108, 31.12108, 31.12108, 6.050949, 6.050949, 6.05e-05, 3.656857, -1.35431, 16.00984, -3.9837, 0.0, 9.401172, 0.0, 11.0163, 0.0, -6.59883, 0.0, 0.809006, 0.0, 0.0, 0.0, 2456.443, 0.0, 265.4431, 0.0, 0.928048, 0.0, 0.809006, 0.0, 5.309006, 0.0, 185.455, 185.455
1455.379, 1059.196, 63.0, 0.0, 1292.0, 1291.995, 3198.715, 3198.71, -1.67164, 0.005896, 0.005371, -315.896, -315.921, 683.3297, 683.32, -4.25049, 0.790705, 0.024719, 7.63e-06, 7.63e-06, 187.264, 187.264, 18.95334, -1.5e-44, 0.0, 0.0, -0.74901, 17.94569, -1.86401, -0.02671, -0.02426, 0.0, -1.86401, -0.84271, 2236.719, 2244.6, 2244.6, 2244.6, -0.15061, 31.76677, 31.76677, 31.76677, 6.726404, 6.726404, 6.73e-05, 3.934774, -1.40771, 16.18319, -3.58785, 0.0, 9.424359, 0.0, 11.41215, 0.0, -6.57564, 0.0, 0.864014, 0.0, 0.0, 0.0, 2259.621, 0.0, 68.62072, 0.0, 1.905164, 0.0, 0.864014, 0.0, 5.364014, 0.0, 185.4, 185.4
